author_id,year,is_treated,event_year_aligned,is_industry_elite,is_academic_elite,country_code,avg_logRCR,yearly_paper_count,relative_year,Post,DID_term,is_elite_overall
A5039815268,2024,1,2023,0.0,1.0,CN,0.2673317127801244,3,1,1,1,1
A5039815268,2025,1,2023,0.0,1.0,CN,0.0,1,2,1,1,1
A5039818706,2022,0,2025,0.0,1.0,NL,0.677490828780409,2,-3,0,0,1
A5039818706,2023,0,2025,0.0,1.0,NL,0.2632693187328632,1,-2,0,0,1
A5039818706,2025,0,2025,0.0,1.0,NL,0.0,2,0,1,0,1
A5039818706,2026,0,2025,0.0,1.0,NL,0.0,4,1,1,0,1
A5039818785,2023,1,2025,0.0,0.0,IT,0.3982971049263188,6,-2,0,0,0
A5039818785,2025,1,2025,0.0,0.0,IT,0.0,1,0,1,1,0
A5039823989,2024,0,2021,0.0,0.0,CN,0.8019951383403732,1,3,1,0,0
A5039823989,2024,0,2026,0.0,0.0,CN,0.8019951383403732,1,-2,0,0,0
A5039823989,2025,0,2021,0.0,0.0,CN,0.6678114090477696,4,4,1,0,0
A5039823989,2025,0,2026,0.0,0.0,CN,0.6678114090477696,4,-1,0,0,0
A5039833478,2019,0,2021,0.0,0.0,RU,0.3385570114135083,2,-2,0,0,0
A5039833478,2019,0,2024,0.0,0.0,RU,0.3385570114135083,2,-5,0,0,0
A5039833478,2020,0,2021,0.0,0.0,RU,0.0919151893828618,1,-1,0,0,0
A5039833478,2020,0,2024,0.0,0.0,RU,0.0919151893828618,1,-4,0,0,0
A5039833822,2018,1,2020,0.0,1.0,KR,0.3022577875772878,1,-2,0,0,1
A5039833822,2019,1,2020,0.0,1.0,KR,0.0386209153523599,3,-1,0,0,1
A5039833822,2020,1,2020,0.0,1.0,KR,0.3339258109859198,4,0,1,1,1
A5039833822,2024,1,2020,0.0,1.0,KR,0.5323026880543988,1,4,1,1,1
A5039844745,2021,0,2023,0.0,1.0,CN,0.7434159374149404,1,-2,0,0,1
A5039844745,2022,0,2023,0.0,1.0,CN,0.1094973455087957,2,-1,0,0,1
A5039844745,2023,0,2023,0.0,1.0,CN,0.517393099839523,1,0,1,0,1
A5039860534,2022,0,2020,0.0,1.0,US,0.1144875552490516,3,2,1,0,1
A5039860534,2022,0,2021,0.0,1.0,US,0.1144875552490516,3,1,1,0,1
A5039860534,2022,0,2024,0.0,1.0,US,0.1144875552490516,3,-2,0,0,1
A5039860534,2022,0,2026,0.0,1.0,US,0.1144875552490516,3,-4,0,0,1
A5039860534,2023,0,2020,0.0,1.0,US,0.0,1,3,1,0,1
A5039860534,2023,0,2021,0.0,1.0,US,0.0,1,2,1,0,1
A5039860534,2023,0,2024,0.0,1.0,US,0.0,1,-1,0,0,1
A5039860534,2023,0,2026,0.0,1.0,US,0.0,1,-3,0,0,1
A5039862332,2023,1,2025,0.0,1.0,US,0.517393099839523,1,-2,0,0,1
A5039862332,2024,1,2025,0.0,1.0,US,0.1505795972284341,2,-1,0,0,1
A5039862332,2025,1,2025,0.0,1.0,US,0.5609131262687035,2,0,1,1,1
A5039862332,2026,1,2025,0.0,1.0,US,0.0,1,1,1,1,1
A5039864918,2022,1,2025,0.0,1.0,CN,0.0,1,-3,0,0,1
A5039864918,2025,1,2025,0.0,1.0,CN,1.31407831959511,3,0,1,1,1
A5039871899,2020,1,2022,0.0,0.0,AR,0.0,2,-2,0,0,0
A5039871899,2022,1,2022,0.0,0.0,AR,0.0594061545908256,1,0,1,1,0
A5039871899,2023,1,2022,0.0,0.0,AR,0.0725943690336118,1,1,1,1,0
A5039875996,2023,1,2024,0.0,0.0,BD,0.111954562588825,3,-1,0,0,0
A5039875996,2024,1,2024,0.0,0.0,BD,1.07596937870038,1,0,1,1,0
A5039881914,2015,1,2021,0.0,1.0,US,0.0,1,-6,0,0,1
A5039881914,2021,1,2021,0.0,1.0,US,0.8704716945908825,2,0,1,1,1
A5039888657,2023,1,2025,0.0,1.0,CN,0.8241766220564001,1,-2,0,0,1
A5039888657,2025,1,2025,0.0,1.0,CN,0.0,2,0,1,1,1
A5039891962,2023,1,2024,0.0,1.0,BR,0.0701367977152343,2,-1,0,0,1
A5039891962,2024,1,2024,0.0,1.0,BR,0.1811384339272431,4,0,1,1,1
A5039891962,2025,1,2024,0.0,1.0,BR,0.3054057051698148,6,1,1,1,1
A5039892891,2017,0,2024,0.0,1.0,CN,0.1796667912953253,2,-7,0,0,1
A5039892891,2021,0,2024,0.0,1.0,CN,0.2548680886850014,1,-3,0,0,1
A5039898021,2014,1,2015,0.0,0.0,US,0.0,1,-1,0,0,0
A5039898021,2015,1,2015,0.0,0.0,US,0.0,3,0,1,1,0
A5039898021,2016,1,2015,0.0,0.0,US,0.0400036812427992,2,1,1,1,0
A5039898021,2017,1,2015,0.0,0.0,US,0.0691706498336334,1,2,1,1,0
A5039898799,2022,1,2024,0.0,1.0,CN,0.2189946910175914,2,-2,0,0,1
A5039898799,2024,1,2024,0.0,1.0,CN,0.3344839337556329,4,0,1,1,1
A5039898799,2025,1,2024,0.0,1.0,CN,0.355303989240741,4,1,1,1,1
A5039900802,2024,1,2025,0.0,0.0,PK,1.5900940197450568,3,-1,0,0,0
A5039900802,2025,1,2025,0.0,0.0,PK,2.109800727766441,1,0,1,1,0
A5039900802,2026,1,2025,0.0,0.0,PK,0.0,2,1,1,1,0
A5039912568,2024,1,2025,0.0,1.0,CN,0.5323026880543988,1,-1,0,0,1
A5039912568,2025,1,2025,0.0,1.0,CN,1.8613251483321591,2,0,1,1,1
A5039918531,2023,1,2024,0.0,0.0,Unknown,0.8566668189286402,1,-1,0,0,0
A5039918531,2024,1,2024,0.0,0.0,Unknown,0.1079160791490694,3,0,1,1,0
A5039918531,2025,1,2024,0.0,0.0,Unknown,0.0,3,1,1,1,0
A5039920828,2021,1,2023,0.0,0.0,Unknown,0.0996271301238012,3,-2,0,0,0
A5039920828,2022,1,2023,0.0,0.0,Unknown,0.2669926407571127,1,-1,0,0,0
A5039920828,2023,1,2023,0.0,0.0,Unknown,0.0709559881546934,3,0,1,1,0
A5039920828,2024,1,2023,0.0,0.0,Unknown,0.2805736573686718,9,1,1,1,0
A5039920828,2025,1,2023,0.0,0.0,Unknown,0.473738652320988,6,2,1,1,0
A5039920828,2026,1,2023,0.0,0.0,Unknown,0.0,4,3,1,1,0
A5039929951,2021,1,2024,0.0,1.0,CN,0.0,1,-3,0,0,1
A5039929951,2023,1,2024,0.0,1.0,CN,0.0725943690336118,1,-1,0,0,1
A5039929951,2024,1,2024,0.0,1.0,CN,0.9098236014905596,2,0,1,1,1
A5039929951,2025,1,2024,0.0,1.0,CN,0.4707908477623471,3,1,1,1,1
A5039932709,2017,1,2022,0.0,0.0,KR,0.1946265353026823,1,-5,0,0,0
A5039932709,2022,1,2022,0.0,0.0,KR,1.3860698814242405,1,0,1,1,0
A5039932709,2024,1,2022,0.0,0.0,KR,1.6519404583964297,1,2,1,1,0
A5039934912,2023,1,2024,0.0,0.0,CN,0.9258686379004172,2,-1,0,0,0
A5039934912,2024,1,2024,0.0,0.0,CN,2.86360796860908,3,0,1,1,0
A5039934912,2025,1,2024,0.0,0.0,CN,1.121826252537407,1,1,1,1,0
A5039946576,2018,1,2021,0.0,1.0,SG,0.7220892078829343,1,-3,0,0,1
A5039946576,2021,1,2021,0.0,1.0,SG,0.2989422540489952,3,0,1,1,1
A5039946576,2023,1,2021,0.0,1.0,SG,0.6646497019962905,5,2,1,1,1
A5039946576,2024,1,2021,0.0,1.0,SG,0.2926029810058432,11,3,1,1,1
A5039946576,2025,1,2021,0.0,1.0,SG,0.4367258008349563,21,4,1,1,1
A5039964552,2022,1,2023,0.0,0.0,CN,0.9127667853683932,2,-1,0,0,0
A5039964552,2023,1,2023,0.0,0.0,CN,0.1402735954304686,1,0,1,1,0
A5039964552,2024,1,2023,0.0,0.0,CN,0.1505795972284341,2,1,1,1,0
A5039964552,2025,1,2023,0.0,0.0,CN,0.0,1,2,1,1,0
A5039977183,2017,1,2020,0.0,0.0,NL,0.1907013249139675,2,-3,0,0,0
A5039977183,2019,1,2020,0.0,0.0,NL,0.3911223732890939,1,-1,0,0,0
A5039977183,2020,1,2020,0.0,0.0,NL,0.5151579647251981,1,0,1,1,0
A5039977183,2021,1,2020,0.0,0.0,NL,1.2006667187076372,1,1,1,1,0
A5039977183,2025,1,2020,0.0,0.0,NL,0.710607978481482,1,5,1,1,0
A5039978161,2019,1,2024,0.0,0.0,CN,0.0,2,-5,0,0,0
A5039978161,2023,1,2024,0.0,0.0,CN,0.5612959515778567,1,-1,0,0,0
A5039978161,2024,1,2024,0.0,0.0,CN,0.5323026880543988,1,0,1,1,0
A5039978161,2025,1,2024,0.0,0.0,CN,0.0,1,1,1,1,0
A5039986288,2022,1,2024,0.0,0.0,ZA,2.2127063590552463,1,-2,0,0,0
A5039986288,2024,1,2024,0.0,0.0,ZA,1.9422199031607603,1,0,1,1,0
A5039986288,2025,1,2024,0.0,0.0,ZA,2.516688774179047,1,1,1,1,0
A5039991176,2019,1,2021,0.0,1.0,CN,0.0391116886458061,1,-2,0,0,1
A5039991176,2020,1,2021,0.0,1.0,CN,0.0470132734082054,1,-1,0,0,1
A5039991176,2021,1,2021,0.0,1.0,CN,0.8207080490821417,2,0,1,1,1
A5039991176,2025,1,2021,0.0,1.0,CN,0.0,1,4,1,1,1
A5039995559,2020,1,2023,0.0,0.0,Unknown,0.3929600536357533,1,-3,0,0,0
A5039995559,2021,1,2023,0.0,0.0,Unknown,0.1987371657020071,2,-2,0,0,0
A5039995559,2022,1,2023,0.0,0.0,Unknown,0.7895870644453676,3,-1,0,0,0
A5039995559,2023,1,2023,0.0,0.0,Unknown,0.3025559205388918,7,0,1,1,0
A5039995559,2024,1,2023,0.0,0.0,Unknown,0.3784055054709861,5,1,1,1,0
A5039995559,2025,1,2023,0.0,0.0,Unknown,0.0,4,2,1,1,0
A5039995838,2022,1,2024,0.0,0.0,VN,0.11548023866133,1,-2,0,0,0
A5039995838,2024,1,2024,0.0,0.0,VN,0.3011591944568682,1,0,1,1,0
A5039995838,2025,1,2024,0.0,0.0,VN,0.0,1,1,1,1,0
A5039998161,2023,1,2024,0.0,1.0,SA,0.2036612598241103,1,-1,0,0,1
A5039998161,2024,1,2024,0.0,1.0,SA,1.5327606818134685,4,0,1,1,1
A5040001784,2024,1,2025,0.0,0.0,IR,0.630506142991829,1,-1,0,0,0
A5040001784,2025,1,2025,0.0,0.0,IR,0.0,2,0,1,1,0
A5040011354,2019,1,2020,0.0,0.0,KR,0.1818490313918243,1,-1,0,0,0
A5040011354,2020,1,2020,0.0,0.0,KR,0.0235066367041027,2,0,1,1,0
A5040015890,2021,1,2023,0.0,0.0,IN,0.0,1,-2,0,0,0
A5040015890,2023,1,2023,0.0,0.0,IN,0.1597616263680497,2,0,1,1,0
A5040015890,2025,1,2023,0.0,0.0,IN,0.0,2,2,1,1,0
A5040021965,2021,1,2025,0.0,0.0,CN,0.4577936468851571,1,-4,0,0,0
A5040021965,2023,1,2025,0.0,0.0,CN,0.0,1,-2,0,0,0
A5040021965,2025,1,2025,0.0,0.0,CN,0.0,1,0,1,1,0
A5040024622,2024,1,2025,0.0,0.0,Unknown,0.0,1,-1,0,0,0
A5040024622,2025,1,2025,0.0,0.0,Unknown,0.0,1,0,1,1,0
A5040024622,2026,1,2025,0.0,0.0,Unknown,0.0,2,1,1,1,0
A5040031966,2022,1,2024,0.0,1.0,AU,1.844499999339596,1,-2,0,0,1
A5040031966,2024,1,2024,0.0,1.0,AU,3.164076514045337,1,0,1,1,1
A5040031966,2026,1,2024,0.0,1.0,AU,0.0,1,2,1,1,1
A5040035023,2024,1,2025,0.0,1.0,CN,0.3599611022237243,2,-1,0,0,1
A5040035023,2025,1,2025,0.0,1.0,CN,0.0,2,0,1,1,1
A5040046354,2021,1,2024,0.0,0.0,AU,0.0,1,-3,0,0,0
A5040046354,2022,1,2024,0.0,0.0,AU,0.11548023866133,1,-2,0,0,0
A5040046354,2024,1,2024,0.0,0.0,AU,0.1618741187236042,1,0,1,1,0
A5040060728,2020,1,2021,0.0,0.0,Unknown,0.5435089492177211,1,-1,0,0,0
A5040060728,2021,1,2021,0.0,0.0,Unknown,0.1392187144220023,3,0,1,1,0
A5040060728,2022,1,2021,0.0,0.0,Unknown,0.459054456504592,6,1,1,1,0
A5040060728,2023,1,2021,0.0,0.0,Unknown,0.4802052990076637,4,2,1,1,0
A5040060728,2024,1,2021,0.0,0.0,Unknown,0.3317786670782904,3,3,1,1,0
A5040060728,2025,1,2021,0.0,0.0,Unknown,0.0,2,4,1,1,0
A5040068153,2018,0,2021,0.0,0.0,CN,0.6220102737599227,1,-3,0,0,0
A5040068153,2019,0,2021,0.0,0.0,CN,0.0,2,-2,0,0,0
A5040071999,2023,1,2024,0.0,1.0,CN,0.3195232527360995,1,-1,0,0,1
A5040071999,2024,1,2024,0.0,1.0,CN,0.0,1,0,1,1,1
A5040071999,2025,1,2024,0.0,1.0,CN,1.265650833926367,2,1,1,1,1
A5040077369,2019,1,2025,0.0,1.0,CN,0.1130249446098775,1,-6,0,0,1
A5040077369,2021,1,2025,0.0,1.0,CN,2.111095857994031,1,-4,0,0,1
A5040077369,2023,1,2025,0.0,1.0,CN,1.0321386052229964,1,-2,0,0,1
A5040077369,2024,1,2025,0.0,1.0,CN,0.2116972706260522,2,-1,0,0,1
A5040077369,2025,1,2025,0.0,1.0,CN,0.5609131262687035,2,0,1,1,1
A5040089075,2019,1,2022,0.0,0.0,IR,0.1130249446098775,1,-3,0,0,0
A5040089075,2020,1,2022,0.0,0.0,IR,0.7768610758422317,3,-2,0,0,0
A5040089075,2021,1,2022,0.0,0.0,IR,0.8106630479898332,3,-1,0,0,0
A5040089075,2022,1,2022,0.0,0.0,IR,0.312791916435311,1,0,1,1,0
A5040089075,2023,1,2022,0.0,0.0,IR,0.2222707442987316,3,1,1,1,0
A5040089075,2024,1,2022,0.0,0.0,IR,0.1618741187236042,1,2,1,1,0
A5040090528,2022,1,2023,1.0,1.0,CN,0.1685762724949991,1,-1,0,0,1
A5040090528,2023,1,2023,1.0,1.0,CN,0.4120883110282,2,0,1,1,1
A5040090528,2024,1,2023,1.0,1.0,CN,0.3470884033890015,2,1,1,1,1
A5040092306,2020,1,2021,0.0,0.0,IR,0.9406532773157232,2,-1,0,0,0
A5040092306,2021,1,2021,0.0,0.0,IR,0.1605656399304993,1,0,1,1,0
A5040098950,2018,1,2022,0.0,1.0,IN,0.0,1,-4,0,0,1
A5040098950,2019,1,2022,0.0,1.0,IN,1.5828890305196783,1,-3,0,0,1
A5040098950,2020,1,2022,0.0,1.0,IN,0.0,1,-2,0,0,1
A5040098950,2021,1,2022,0.0,1.0,IN,0.6569667400263887,1,-1,0,0,1
A5040098950,2022,1,2022,0.0,1.0,IN,0.057740119330665,4,0,1,1,1
A5040108974,2014,1,2018,0.0,0.0,Unknown,0.1271497408934625,1,-4,0,0,0
A5040108974,2017,1,2018,0.0,0.0,Unknown,0.660170900950499,5,-1,0,0,0
A5040108974,2018,1,2018,0.0,0.0,Unknown,0.4266740298727839,4,0,1,1,0
A5040108974,2019,1,2018,0.0,0.0,Unknown,0.4136841776795269,7,1,1,1,0
A5040108974,2020,1,2018,0.0,0.0,Unknown,0.3312897305426004,6,2,1,1,0
A5040108974,2021,1,2018,0.0,0.0,Unknown,0.3827579705944438,6,3,1,1,0
A5040108974,2022,1,2018,0.0,0.0,Unknown,0.4388067159697097,1,4,1,1,0
A5040108974,2023,1,2018,0.0,0.0,Unknown,0.1402735954304686,1,5,1,1,0
A5040108974,2024,1,2018,0.0,0.0,Unknown,0.2116972706260522,2,6,1,1,0
A5040108974,2025,1,2018,0.0,0.0,Unknown,0.1015154254973545,7,7,1,1,0
A5040116973,2020,1,2025,0.0,0.0,DE,0.0,1,-5,0,0,0
A5040116973,2021,1,2025,0.0,0.0,DE,0.3410389133583559,1,-4,0,0,0
A5040116973,2022,1,2025,0.0,0.0,DE,0.9282802394146804,1,-3,0,0,0
A5040116973,2023,1,2025,0.0,0.0,DE,0.0,1,-2,0,0,0
A5040116973,2025,1,2025,0.0,0.0,DE,0.0,1,0,1,1,0
A5040120052,2020,1,2021,0.0,0.0,Unknown,0.8116117414385026,1,-1,0,0,0
A5040120052,2021,1,2021,0.0,0.0,Unknown,0.0,1,0,1,1,0
A5040120052,2022,1,2021,0.0,0.0,Unknown,0.3985407471824896,1,1,1,1,0
A5040120052,2023,1,2021,0.0,0.0,Unknown,0.0,1,2,1,1,0
A5040120052,2024,1,2021,0.0,0.0,Unknown,0.2972852649973225,4,3,1,1,0
A5040120052,2025,1,2021,0.0,0.0,Unknown,0.0,1,4,1,1,0
A5040122296,2021,1,2023,0.0,1.0,CN,1.7203716264864868,1,-2,0,0,1
A5040122296,2022,1,2023,0.0,1.0,CN,1.4172864627624255,2,-1,0,0,1
A5040122296,2023,1,2023,0.0,1.0,CN,0.0,1,0,1,1,1
A5040131037,2015,1,2020,1.0,0.0,US,0.8807866322579897,1,-5,0,0,1
A5040131037,2019,1,2020,1.0,0.0,US,0.0767510574112736,1,-1,0,0,1
A5040131037,2020,1,2020,1.0,0.0,US,0.1417597502514717,3,0,1,1,1
A5040131037,2021,1,2020,1.0,0.0,US,0.2548680886850014,1,1,1,1,1
A5040131037,2022,1,2020,1.0,0.0,US,0.1890390065591629,3,2,1,1,1
A5040131037,2023,1,2020,1.0,0.0,US,0.6136604077353011,2,3,1,1,1
A5040137655,2016,0,2018,0.0,0.0,US,2.049979875838309,1,-2,0,0,0
A5040137655,2018,0,2018,0.0,0.0,US,1.016225997469855,2,0,1,0,0
A5040137655,2019,0,2018,0.0,0.0,US,0.3067341138906964,1,1,1,0,0
A5040137655,2021,0,2018,0.0,0.0,US,0.2469336480628092,2,3,1,0,0
A5040143380,2022,1,2023,0.0,0.0,US,0.0,1,-1,0,0,0
A5040143380,2023,1,2023,0.0,0.0,US,0.0725943690336118,1,0,1,1,0
A5040143380,2025,1,2023,0.0,0.0,US,0.0,1,2,1,1,0
A5040144517,2021,1,2023,0.0,0.0,CN,0.5147751921822021,2,-2,0,0,0
A5040144517,2023,1,2023,0.0,0.0,CN,0.671178212096211,2,0,1,1,0
A5040144517,2024,1,2023,0.0,0.0,CN,0.3011591944568682,1,1,1,1,0
A5040144517,2025,1,2023,0.0,0.0,CN,0.3739420841791356,3,2,1,1,0
A5040147387,2017,1,2020,0.0,0.0,IL,0.0351832780744563,1,-3,0,0,0
A5040147387,2018,1,2020,0.0,0.0,IL,0.0,5,-2,0,0,0
A5040147387,2020,1,2020,0.0,0.0,IL,0.4776710086048207,4,0,1,1,0
A5040147387,2021,1,2020,0.0,0.0,IL,0.4174531047419872,2,1,1,1,0
A5040152034,2023,1,2025,0.0,0.0,Unknown,1.127587435617836,2,-2,0,0,0
A5040152034,2024,1,2025,0.0,0.0,Unknown,0.0809370593618021,2,-1,0,0,0
A5040152034,2025,1,2025,0.0,0.0,Unknown,0.0,2,0,1,1,0
A5040152034,2026,1,2025,0.0,0.0,Unknown,0.0,2,1,1,1,0
A5040155373,2022,0,2024,0.0,1.0,CN,0.1685762724949991,1,-2,0,0,1
A5040155373,2023,0,2024,0.0,1.0,CN,1.215396298341007,3,-1,0,0,1
A5040161646,2020,1,2021,0.0,1.0,CN,0.9527219650891432,3,-1,0,0,1
A5040161646,2021,1,2021,0.0,1.0,CN,0.0564354180456583,1,0,1,1,1
A5040161646,2024,1,2021,0.0,1.0,CN,0.630506142991829,1,3,1,1,1
A5040161646,2025,1,2021,0.0,1.0,CN,0.0,2,4,1,1,1
A5040166302,2023,1,2025,0.0,0.0,US,1.3312805235623488,1,-2,0,0,0
A5040166302,2025,1,2025,0.0,0.0,US,0.0,2,0,1,1,0
A5040166302,2026,1,2025,0.0,0.0,US,0.0,2,1,1,1,0
A5040167774,2022,1,2025,0.0,0.0,US,0.9521829661922528,1,-3,0,0,0
A5040167774,2024,1,2025,0.0,0.0,US,0.0,1,-1,0,0,0
A5040167774,2025,1,2025,0.0,0.0,US,0.0,3,0,1,1,0
A5040167774,2026,1,2025,0.0,0.0,US,0.0,1,1,1,1,0
A5040168075,2022,0,2024,0.0,1.0,ES,2.3617374047427435,1,-2,0,0,1
A5040168075,2023,0,2024,0.0,1.0,ES,0.1960588108848557,2,-1,0,0,1
A5040168075,2024,0,2024,0.0,1.0,ES,0.1618741187236042,2,0,1,0,1
A5040168310,2024,1,2025,0.0,0.0,Unknown,0.0,1,-1,0,0,0
A5040168310,2025,1,2025,0.0,0.0,Unknown,0.0,2,0,1,1,0
A5040168310,2026,1,2025,0.0,0.0,Unknown,0.0,4,1,1,1,0
A5040169071,2016,1,2025,0.0,1.0,NL,1.2236204640802166,1,-9,0,0,1
A5040169071,2019,1,2025,0.0,1.0,NL,0.768584839760143,1,-6,0,0,1
A5040169071,2021,1,2025,0.0,1.0,NL,0.9871927700238754,1,-4,0,0,1
A5040169071,2022,1,2025,0.0,1.0,NL,0.0594061545908256,1,-3,0,0,1
A5040169071,2023,1,2025,0.0,1.0,NL,0.1489447203984554,4,-2,0,0,1
A5040169071,2024,1,2025,0.0,1.0,NL,0.6757027343932395,8,-1,0,0,1
A5040169071,2025,1,2025,0.0,1.0,NL,0.118434663080247,6,0,1,1,1
A5040174254,2019,1,2020,0.0,0.0,Unknown,1.6987851706884936,1,-1,0,0,0
A5040174254,2020,1,2020,0.0,0.0,Unknown,0.6227043650648371,2,0,1,1,0
A5040174254,2021,1,2020,0.0,0.0,Unknown,1.0899016469934968,1,1,1,1,0
A5040179606,2019,1,2022,0.0,1.0,CN,0.0,1,-3,0,0,1
A5040179606,2021,1,2022,0.0,1.0,CN,0.0,1,-1,0,0,1
A5040179606,2022,1,2022,0.0,1.0,CN,2.3883161226090777,3,0,1,1,1
A5040179606,2024,1,2022,0.0,1.0,CN,0.8720391792228788,2,2,1,1,1
A5040180422,2024,1,2025,0.0,1.0,KR,0.0,1,-1,0,0,1
A5040180422,2025,1,2025,0.0,1.0,KR,0.0,1,0,1,1,1
A5040180422,2026,1,2025,0.0,1.0,KR,0.0,1,1,1,1,1
A5040187861,2017,1,2024,0.0,1.0,SG,0.4063536839586293,1,-7,0,0,1
A5040187861,2024,1,2024,0.0,1.0,SG,0.0,1,0,1,1,1
A5040187861,2025,1,2024,0.0,1.0,SG,1.6906383532270428,3,1,1,1,1
A5040187861,2026,1,2024,0.0,1.0,SG,0.0,1,2,1,1,1
A5040193295,2022,1,2025,0.0,0.0,CN,0.0594061545908256,1,-3,0,0,0
A5040193295,2025,1,2025,0.0,0.0,CN,0.9162171155094444,2,0,1,1,0
A5040194550,2022,1,2023,0.0,0.0,Unknown,0.7131972471671256,1,-1,0,0,0
A5040194550,2023,1,2023,0.0,0.0,Unknown,0.6437107450409575,1,0,1,1,0
A5040194550,2024,1,2023,0.0,0.0,Unknown,2.949602461231681,1,1,1,1,0
A5040194550,2026,1,2023,0.0,0.0,Unknown,0.0,2,3,1,1,0
A5040200708,2017,0,2020,0.0,0.0,Unknown,0.3473718463179946,3,-3,0,0,0
A5040200708,2017,0,2024,0.0,0.0,Unknown,0.3473718463179946,3,-7,0,0,0
A5040200708,2017,0,2025,0.0,0.0,Unknown,0.3473718463179946,3,-8,0,0,0
A5040200708,2018,0,2020,0.0,0.0,Unknown,0.461356753296234,5,-2,0,0,0
A5040200708,2018,0,2024,0.0,0.0,Unknown,0.461356753296234,5,-6,0,0,0
A5040200708,2018,0,2025,0.0,0.0,Unknown,0.461356753296234,5,-7,0,0,0
A5040200708,2019,0,2020,0.0,0.0,Unknown,0.2160986835980364,5,-1,0,0,0
A5040200708,2019,0,2024,0.0,0.0,Unknown,0.2160986835980364,5,-5,0,0,0
A5040200708,2019,0,2025,0.0,0.0,Unknown,0.2160986835980364,5,-6,0,0,0
A5040200708,2020,0,2020,0.0,0.0,Unknown,1.7069852618973724,4,0,1,0,0
A5040200708,2020,0,2024,0.0,0.0,Unknown,1.7069852618973724,4,-4,0,0,0
A5040200708,2020,0,2025,0.0,0.0,Unknown,1.7069852618973724,4,-5,0,0,0
A5040200708,2021,0,2020,0.0,0.0,Unknown,0.9470555719909584,7,1,1,0,0
A5040200708,2021,0,2024,0.0,0.0,Unknown,0.9470555719909584,7,-3,0,0,0
A5040200708,2021,0,2025,0.0,0.0,Unknown,0.9470555719909584,7,-4,0,0,0
A5040203206,2024,1,2026,0.0,0.0,Unknown,0.0809370593618021,2,-2,0,0,0
A5040203206,2026,1,2026,0.0,0.0,Unknown,0.0,2,0,1,1,0
A5040203410,2017,1,2019,0.0,1.0,CN,0.429925491268295,1,-2,0,0,1
A5040203410,2019,1,2019,0.0,1.0,CN,0.0948880010105756,2,0,1,1,1
A5040203410,2021,1,2019,0.0,1.0,CN,0.1098553049603198,1,2,1,1,1
A5040203410,2022,1,2019,0.0,1.0,CN,0.0,1,3,1,1,1
A5040205145,2020,1,2022,0.0,1.0,US,0.0,1,-2,0,0,1
A5040205145,2021,1,2022,0.0,1.0,US,0.1605656399304993,1,-1,0,0,1
A5040205145,2022,1,2022,0.0,1.0,US,0.3565851581073178,1,0,1,1,1
A5040205145,2023,1,2022,0.0,1.0,US,2.0216272942813207,1,1,1,1,1
A5040205145,2024,1,2022,0.0,1.0,US,0.7199222044474486,1,2,1,1,1
A5040206348,2018,1,2025,0.0,1.0,DE,0.1790337249866162,1,-7,0,0,1
A5040206348,2025,1,2025,0.0,1.0,DE,0.236869326160494,3,0,1,1,1
A5040207663,2018,1,2019,0.0,0.0,Unknown,1.3860580272346017,4,-1,0,0,0
A5040207663,2019,1,2019,0.0,0.0,Unknown,0.1434113539783,3,0,1,1,0
A5040207663,2020,1,2019,0.0,0.0,Unknown,0.8512818437972978,2,1,1,1,0
A5040207663,2021,1,2019,0.0,0.0,Unknown,0.40285799170703,3,2,1,1,0
A5040207663,2022,1,2019,0.0,0.0,Unknown,0.1685762724949991,1,3,1,1,0
A5040208886,2020,1,2023,0.0,1.0,CN,0.0,1,-3,0,0,1
A5040208886,2023,1,2023,0.0,1.0,CN,0.0,5,0,1,1,1
A5040208886,2024,1,2023,0.0,1.0,CN,0.3693052026889489,4,1,1,1,1
A5040208886,2025,1,2023,0.0,1.0,CN,0.0,1,2,1,1,1
A5040209451,2018,1,2024,0.0,0.0,CN,0.0755011169399008,1,-6,0,0,0
A5040209451,2019,1,2024,0.0,0.0,CN,0.0,1,-5,0,0,0
A5040209451,2022,1,2024,0.0,0.0,CN,0.3565851581073178,1,-2,0,0,0
A5040209451,2023,1,2024,0.0,0.0,CN,0.1316346593664316,2,-1,0,0,0
A5040209451,2024,1,2024,0.0,0.0,CN,0.2116972706260522,2,0,1,1,0
A5040209451,2025,1,2024,0.0,0.0,CN,0.710607978481482,1,1,1,1,0
A5040216542,2022,0,2018,0.0,0.0,TR,0.7272481757958701,2,4,1,0,0
A5040216542,2022,0,2024,0.0,0.0,TR,0.7272481757958701,2,-2,0,0,0
A5040216542,2025,0,2018,0.0,0.0,TR,0.5609131262687035,2,7,1,0,0
A5040216542,2025,0,2024,0.0,0.0,TR,0.5609131262687035,2,1,1,0,0
A5040217184,2018,1,2019,0.0,0.0,US,0.0,1,-1,0,0,0
A5040217184,2019,1,2019,0.0,0.0,US,0.5188145864470807,2,0,1,1,0
A5040222654,2022,1,2026,0.0,1.0,CN,0.3565851581073178,1,-4,0,0,1
A5040222654,2026,1,2026,0.0,1.0,CN,0.0,2,0,1,1,1
A5040237383,2019,1,2020,0.0,0.0,TW,0.2462398425396106,1,-1,0,0,0
A5040237383,2020,1,2020,0.0,0.0,TW,0.3599259579977117,1,0,1,1,0
A5040237383,2021,1,2020,0.0,0.0,TW,0.1098553049603198,1,1,1,1,0
