author_id,year,avg_logRCR,yearly_paper_count,total_papers_raw,is_treated,event_year,relative_year,Post,DID_term,primary_origin_field,T0_year,institution,is_industry_elite,is_academic_elite,country_code,is_elite_overall
A5061089897,2018,0.5148097085905792,2,2,0,9999,,0.0,0.0,Engineering,2017,Tunis University,0.0,0.0,TN,0
A5086553271,2019,1.1631508098056809,1,1,0,9999,,0.0,0.0,Computer Science,2018,Unknown,0.0,0.0,Unknown,0
A5072334014,2019,1.1631508098056809,1,1,0,9999,,0.0,0.0,Computer Science,2017,Unknown,0.0,0.0,Unknown,0
A5075664559,2021,0.9729550745276568,2,2,1,2021,0.0,1.0,1.0,Computer Science,2020,Polytechnique Montréal,0.0,0.0,CA,0
A5071576077,2021,0.9729550745276568,2,2,1,2021,0.0,1.0,1.0,Computer Science,2019,,0.0,0.0,,0
A5085831385,2017,1.0986122886681098,1,1,1,2018,-1.0,0.0,0.0,Computer Science,2017,University of Alberta,0.0,1.0,CA,1
A5077991781,2020,0.3913796696248162,2,2,1,2022,-2.0,0.0,0.0,Computer Science,2020,Unknown,0.0,0.0,Unknown,0
A5088242752,2021,1.5958305809273483,3,3,1,2023,-2.0,0.0,0.0,Engineering,2020,University of Nottingham Ningbo China,0.0,1.0,CN,1
A5036375505,2021,0.7580249794312164,4,4,1,2021,0.0,1.0,1.0,Computer Science,2020,Beijing University of Technology,0.0,1.0,CN,1
A5100702458,2021,1.791759469228055,2,2,0,9999,,0.0,0.0,Computer Science,2021,Beihua University,0.0,0.0,CN,0
A5006265318,2017,0.6931471805599453,1,1,0,9999,,0.0,0.0,Engineering,2017,University of Idaho,0.0,0.0,US,0
A5086000078,2020,1.877536295293152,7,7,1,2022,-2.0,0.0,0.0,Computer Science,2015,Xi'an University of Architecture and Technology,0.0,0.0,CN,0
A5120850132,2021,1.7227665977411035,1,1,1,2023,-2.0,0.0,0.0,Materials Science,2021,Zhejiang International Studies University,0.0,0.0,CN,0
A5111521742,2021,1.2079568891505243,2,2,1,2021,0.0,1.0,1.0,Neuroscience,2017,Shenzhen Institutes of Advanced Technology,0.0,0.0,CN,0
A5026612259,2021,1.7227665977411035,1,1,1,2019,2.0,1.0,1.0,Neuroscience,2018,Muhimbili University of Health and Allied Sciences,0.0,0.0,TZ,0
A5052613436,2018,1.6739764335716716,1,1,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2018,Janelia Research Campus,0.0,0.0,US,0
A5050468340,2021,0.8399410155759854,5,5,1,2021,0.0,1.0,1.0,Computer Science,2020,Indiana University – Purdue University Indianapolis,0.0,1.0,US,1
A5016957740,2021,1.2296264847046456,3,3,1,2021,0.0,1.0,1.0,Computer Science,2020,University of Illinois Urbana-Champaign,0.0,1.0,US,1
A5103801625,2021,1.2516278942280985,2,2,0,9999,,0.0,0.0,Computer Science,2020,Unknown,0.0,0.0,Unknown,0
A5073846036,2018,0.2350018146228678,2,2,1,2019,-1.0,0.0,0.0,Engineering,2017,Electric Power Research Institute,0.0,0.0,US,0
A5101715411,2021,1.203972804325936,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2021,,0.0,0.0,,0
A5016941216,2018,0.8675632284814613,3,3,0,9999,,0.0,0.0,Neuroscience,2018,Beihang University,0.0,1.0,CN,1
A5100707829,2021,1.0986122886681098,1,1,1,2023,-2.0,0.0,0.0,Engineering,2021,Sun Yat-sen University,0.0,1.0,CN,1
A5100725760,2020,1.7047480922384253,1,1,0,9999,,0.0,0.0,Engineering,2017,Shenzhen Institute of Information Technology,0.0,0.0,CN,0
A5101636282,2020,2.211674252117894,2,2,1,2023,-3.0,0.0,0.0,Neuroscience,2019,Bioengineering Center,0.0,0.0,RU,0
A5057807468,2017,1.871802176901592,1,1,1,2018,-1.0,0.0,0.0,Neuroscience,2017,Northwestern University,0.0,1.0,US,1
A5066790771,2017,1.871802176901592,1,1,1,2018,-1.0,0.0,0.0,Engineering,2017,Central South University,0.0,1.0,CN,1
A5100364062,2017,1.871802176901592,1,1,1,2018,-1.0,0.0,0.0,Computer Science,2017,Xidian University,0.0,1.0,CN,1
A5036426356,2017,1.871802176901592,1,1,1,2018,-1.0,0.0,0.0,Neuroscience,2017,Beijing Institute of Technology,0.0,1.0,CN,1
A5100737187,2021,0.7702225204735744,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2019,Ningbo University,0.0,0.0,CN,0
A5101901055,2018,1.3217558399823195,1,1,0,9999,,0.0,0.0,Engineering,2018,Beirut Arab University,0.0,1.0,LB,1
A5011038780,2018,1.3217558399823195,1,1,0,9999,,0.0,0.0,Engineering,2018,American University of Beirut,0.0,1.0,LB,1
A5056713905,2021,0.6931471805599453,1,1,0,9999,,0.0,0.0,Computer Science,2017,Texas A&M University – Central Texas,0.0,1.0,US,1
A5066313546,2019,1.257740200849229,3,3,1,2019,0.0,1.0,1.0,Engineering,2017,Xi'an Jiaotong University,0.0,1.0,CN,1
A5003714034,2020,0.5967369498402549,6,6,1,2021,-1.0,0.0,0.0,Computer Science,2019,California University of Pennsylvania,0.0,1.0,US,1
A5047054160,2021,0.6931471805599453,1,1,0,9999,,0.0,0.0,Computer Science,2021,University of Wisconsin–Madison,0.0,0.0,US,0
A5015196366,2021,0.6931471805599453,1,1,0,9999,,0.0,0.0,Computer Science,2021,Advanced Micro Devices (Canada),0.0,0.0,CA,0
A5072661451,2021,1.016599831608089,3,3,1,2023,-2.0,0.0,0.0,Computer Science,2020,University of Calgary,0.0,1.0,CA,1
A5101789808,2020,0.2513144282809061,1,1,1,2020,0.0,1.0,1.0,Engineering,2017,North China Electric Power University,0.0,1.0,CN,1
A5004036450,2020,0.6168836623520823,6,6,1,2020,0.0,1.0,1.0,Computer Science,2019,Johns Hopkins University,0.0,1.0,US,1
A5058954591,2020,0.6892100913179106,4,4,1,2020,0.0,1.0,1.0,Computer Science,2017,,0.0,0.0,,0
A5087574762,2019,0.1823215567939546,1,1,0,9999,,0.0,0.0,Engineering,2017,Qufu Normal University,0.0,0.0,CN,0
A5103280761,2021,0.9162907318741552,1,1,1,2023,-2.0,0.0,0.0,Engineering,2021,University of Ottawa,0.0,1.0,CA,1
A5100456229,2020,1.4311004404647345,2,2,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2020,Central South University,0.0,1.0,CN,1
A5085403640,2020,2.3483017057097904,3,3,1,2022,-2.0,0.0,0.0,Computer Science,2017,Guangdong University of Technology,0.0,1.0,CN,1
A5088760097,2020,2.007581679228688,6,6,1,2022,-2.0,0.0,0.0,Computer Science,2016,Unknown,0.0,0.0,Unknown,0
A5027047483,2017,1.4469189829363254,1,1,1,2020,-3.0,0.0,0.0,Engineering,2017,Beijing University of Posts and Telecommunications,0.0,1.0,CN,1
A5105267090,2017,1.4469189829363254,1,1,0,9999,,0.0,0.0,Computer Science,2017,Aalto University,0.0,1.0,FI,1
A5102974426,2017,1.4469189829363254,1,1,1,2020,-3.0,0.0,0.0,Engineering,2017,Beijing University of Posts and Telecommunications,0.0,1.0,CN,1
A5084685506,2021,0.8047189562170501,2,2,1,2019,2.0,1.0,1.0,Computer Science,2018,Gansu Institute of Political Science and Law,0.0,0.0,CN,0
A5100371640,2021,1.3470333492344295,3,3,0,9999,,0.0,0.0,Engineering,2019,Jiangsu University,0.0,0.0,CN,0
A5018635864,2021,0.9808292530117262,1,1,1,2019,2.0,1.0,1.0,Medicine,2018,University of Lethbridge,0.0,0.0,CA,0
A5101409888,2021,0.9808292530117262,1,1,1,2021,0.0,1.0,1.0,Computer Science,2018,Ministry of Education of the People's Republic of China,0.0,1.0,CN,1
A5047567293,2020,1.1786549963416462,1,1,1,2021,-1.0,0.0,0.0,Computer Science,2019,Kunming Medical University,0.0,0.0,CN,0
A5054628117,2018,0.1351550360360548,3,3,1,2018,0.0,1.0,1.0,Engineering,2017,Shandong University,0.0,1.0,CN,1
A5046274917,2020,2.1400661634962708,1,1,0,9999,,0.0,0.0,Computer Science,2017,Carleton University,0.0,1.0,CA,1
A5004354664,2020,1.6964145659958194,2,2,0,9999,,0.0,0.0,Computer Science,2020,Huawei Technologies (Canada),1.0,0.0,CA,1
A5037456697,2020,2.0280616747009512,2,2,0,9999,,0.0,0.0,Computer Science,2018,Chongqing University of Posts and Telecommunications,0.0,1.0,CN,1
A5086773853,2020,0.5596157879354227,1,1,1,2023,-3.0,0.0,0.0,Engineering,2017,North China Electric Power University,0.0,1.0,CN,1
A5035179934,2020,1.1756876285817388,2,2,0,9999,,0.0,0.0,Engineering,2017,Unknown,0.0,0.0,Unknown,0
A5057620799,2021,0.9935934018875032,15,15,1,2020,1.0,1.0,1.0,Computer Science,2017,Unknown,0.0,0.0,Unknown,0
A5009376620,2021,0.2452073132529315,4,4,1,2021,0.0,1.0,1.0,Computer Science,2020,CeramOptec (Germany),0.0,0.0,DE,0
A5103136353,2018,0.8431994767851144,2,2,0,9999,,0.0,0.0,Physics and Astronomy,2018,Universität Hamburg,0.0,1.0,DE,1
A5070446496,2020,1.252762968495368,1,1,0,9999,,0.0,0.0,Computer Science,2019,,0.0,0.0,,0
A5036107630,2020,1.1786549963416462,1,1,1,2023,-3.0,0.0,0.0,Neuroscience,2018,,0.0,0.0,,0
A5057269542,2021,1.0986122886681098,1,1,0,9999,,0.0,0.0,Engineering,2021,Pontificia Universidad Católica de Chile,0.0,1.0,CL,1
A5042574531,2018,0.5108256237659907,1,1,0,9999,,0.0,0.0,Engineering,2017,Aoyama Gakuin University,0.0,0.0,JP,0
A5100755735,2018,1.7520273835509317,2,2,1,2020,-2.0,0.0,0.0,Engineering,2017,Hebei University of Engineering,0.0,0.0,CN,0
A5057472698,2017,0.2876820724517809,1,1,1,2020,-3.0,0.0,0.0,Engineering,2017,Nizhny Novgorod State Technical University,0.0,0.0,RU,0
A5003221741,2021,0.5108256237659907,1,1,1,2021,0.0,1.0,1.0,Computer Science,2017,Instituto Tecnológico de Nogales,0.0,0.0,MX,0
A5068978543,2021,1.094163437008698,5,5,1,2020,1.0,1.0,1.0,Computer Science,2015,University of Arizona,0.0,1.0,US,1
A5000942164,2017,1.3217558399823195,1,1,1,2019,-2.0,0.0,0.0,Agricultural and Biological Sciences,2017,National Academy of Sciences of Ukraine,0.0,0.0,UA,0
A5100395015,2021,1.7346010553881064,1,1,0,9999,,0.0,0.0,Computer Science,2020,Beijing Institute of Technology,0.0,1.0,CN,1
A5100774636,2020,0.6931471805599453,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2020,Qingdao University,0.0,0.0,CN,0
A5077976343,2019,0.8754687373538999,1,1,1,2022,-3.0,0.0,0.0,Computer Science,2017,University of Manchester,0.0,0.0,GB,0
A5016004595,2017,0.5134816803157163,3,3,0,9999,,0.0,0.0,Engineering,2017,Unknown,0.0,0.0,Unknown,0
A5004691090,2020,1.5040773967762742,1,1,1,2021,-1.0,0.0,0.0,Neuroscience,2020,Xi'an University of Science and Technology,0.0,0.0,CN,0
A5059744438,2020,1.5040773967762742,1,1,1,2021,-1.0,0.0,0.0,Computer Science,2020,Xi'an University of Science and Technology,0.0,0.0,CN,0
A5004106989,2020,0.7864922635150282,4,4,1,2019,1.0,1.0,1.0,Neuroscience,2017,Boston University,0.0,1.0,US,1
A5101909915,2020,0.912791070216955,7,7,1,2019,1.0,1.0,1.0,Neuroscience,2018,Isfahan University of Medical Sciences,0.0,0.0,IR,0
A5069873905,2020,0.6865696999623694,6,6,1,2022,-2.0,0.0,0.0,Engineering,2017,Eindhoven University of Technology,0.0,1.0,NL,1
A5009330535,2020,0.7277130462842903,6,6,1,2020,0.0,1.0,1.0,Engineering,2018,Sun Yat-sen University,0.0,1.0,CN,1
A5005625546,2021,0.6931471805599453,1,1,0,9999,,0.0,0.0,Engineering,2017,Xi'an Jiaotong University,0.0,1.0,CN,1
A5039506055,2020,1.3862943611198906,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2018,Norwegian University of Science and Technology,0.0,1.0,NO,1
A5066934211,2020,1.3862943611198906,1,1,0,9999,,0.0,0.0,Medicine,2018,University of Oslo,0.0,1.0,NO,1
A5109482355,2021,0.5108256237659907,2,2,0,9999,,0.0,0.0,Engineering,2021,Shenyang Aerospace University,0.0,0.0,CN,0
A5079950326,2018,0.3455112677654708,9,9,0,9999,,0.0,0.0,Computer Science,2017,Institut national de recherche en sciences et technologies du numérique,0.0,0.0,FR,0
A5031142198,2018,0.4877615195966151,13,13,0,9999,,0.0,0.0,Computer Science,2017,Centre National de la Recherche Scientifique,0.0,0.0,FR,0
A5064570061,2021,0.4686617822584557,4,4,1,2021,0.0,1.0,1.0,Computer Science,2020,Delhi Technological University,0.0,0.0,IN,0
A5100743492,2021,1.5404450409471488,1,1,0,9999,,0.0,0.0,Computer Science,2021,Xi'an Shiyou University,0.0,0.0,CN,0
A5070346269,2020,0.4054651081081644,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2020,Georgia Institute of Technology,0.0,1.0,US,1
A5100647156,2018,1.692530920740379,3,3,1,2018,0.0,1.0,1.0,Neuroscience,2017,Union Hospital,0.0,0.0,CN,0
A5060994445,2018,0.2231435513142097,2,2,0,9999,,0.0,0.0,Computer Science,2017,University of Belgrade,0.0,1.0,RS,1
A5066848156,2020,0.5596157879354227,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2017,Ulsan National Institute of Science and Technology,0.0,1.0,KR,1
A5045521697,2019,1.3006575565248817,3,3,0,9999,,0.0,0.0,Engineering,2017,Kyushu University,0.0,1.0,JP,1
A5045815402,2020,0.9162907318741552,1,1,1,2023,-3.0,0.0,0.0,Engineering,2020,Graz University of Technology,0.0,1.0,AT,1
A5020839042,2018,0.9162907318741552,1,1,0,9999,,0.0,0.0,Engineering,2017,Shanghai University,0.0,1.0,CN,1
A5100337161,2020,2.610177912539162,2,2,1,2021,-1.0,0.0,0.0,Computer Science,2018,Dartmouth College,0.0,1.0,US,1
A5063946169,2019,2.171902710926842,2,2,1,2021,-2.0,0.0,0.0,Computer Science,2017,Nankai University,0.0,1.0,CN,1
A5043910718,2020,0.5058004558392399,2,2,1,2023,-3.0,0.0,0.0,Computer Science,2020,WinnMed,0.0,0.0,US,0
A5075397282,2021,0.5108256237659907,1,1,0,9999,,0.0,0.0,Engineering,2018,University of Wisconsin–Madison,0.0,0.0,US,0
A5083024466,2021,0.8369882167858358,2,2,0,9999,,0.0,0.0,Computer Science,2017,Institut national de recherche en sciences et technologies du numérique,0.0,0.0,FR,0
A5049039659,2019,0.0,2,2,0,9999,,0.0,0.0,Engineering,2017,University of Maribor,0.0,0.0,SI,0
A5004629670,2018,0.9162907318741552,1,1,1,2021,-3.0,0.0,0.0,Computer Science,2018,University of British Columbia,0.0,1.0,CA,1
A5027879825,2018,0.2231435513142097,1,1,0,9999,,0.0,0.0,Engineering,2017,Centre of Advanced Studies,0.0,0.0,RU,0
A5007141067,2018,1.981001468866584,1,1,0,9999,,0.0,0.0,Neuroscience,2018,John Brown University,0.0,1.0,US,1
A5082964970,2018,1.6168822186809757,2,2,1,2020,-2.0,0.0,0.0,Neuroscience,2018,Allen Institute for Brain Science,0.0,0.0,US,0
A5045631551,2021,0.6496414920651304,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2021,Unknown,0.0,0.0,Unknown,0
A5039304377,2019,0.4700036292457356,1,1,1,2018,1.0,1.0,1.0,Engineering,2017,Ondokuz Mayıs University,0.0,0.0,TR,0
A5002441836,2019,0.4700036292457356,1,1,0,9999,,0.0,0.0,Engineering,2019,Marmara University,0.0,0.0,TR,0
A5091241414,2018,0.2231435513142097,1,1,0,9999,,0.0,0.0,Engineering,2018,North-West University,0.0,0.0,ZA,0
A5000877046,2021,1.4663370687934272,1,1,0,9999,,0.0,0.0,Computer Science,2020,,0.0,0.0,,0
A5010508470,2021,1.3598063040018082,3,3,0,9999,,0.0,0.0,Engineering,2017,Jeonbuk National University,0.0,0.0,KR,0
A5013949909,2021,0.2554128118829953,2,2,0,9999,,0.0,0.0,Engineering,2018,State Grid Corporation of China (China),1.0,1.0,CN,1
A5108146881,2020,0.9162907318741552,1,1,0,9999,,0.0,0.0,Engineering,2018,Bharath University,0.0,0.0,IN,0
A5101660798,2020,0.9162907318741552,1,1,0,9999,,0.0,0.0,Engineering,2020,SRM Institute of Science and Technology,0.0,1.0,IN,1
A5045393624,2020,0.3054302439580517,3,3,0,9999,,0.0,0.0,Engineering,2019,"Indian Institute of Information Technology, Design and Manufacturing, Kancheepuram",0.0,1.0,IN,1
A5005411806,2019,1.0485102128807953,3,3,1,2016,3.0,1.0,1.0,Computer Science,2015,Unknown,0.0,0.0,Unknown,0
A5101690383,2020,2.3978952727983707,1,1,0,9999,,0.0,0.0,Computer Science,2017,Jinan University,0.0,1.0,CN,1
A5042400609,2019,0.3364722366212129,1,1,1,2021,-2.0,0.0,0.0,Engineering,2019,Riau University,0.0,0.0,ID,0
A5065296309,2020,0.903572649280716,4,4,0,9999,,0.0,0.0,Computer Science,2020,University of Oulu,0.0,1.0,FI,1
A5033574613,2020,1.7627556768981785,3,3,1,2021,-1.0,0.0,0.0,Neuroscience,2017,Queensland University of Technology,0.0,1.0,AU,1
A5003564833,2020,1.7047480922384253,1,1,0,9999,,0.0,0.0,Neuroscience,2017,Dartmouth College,0.0,1.0,US,1
A5068548252,2021,0.5108256237659907,1,1,0,9999,,0.0,0.0,Computer Science,2018,Unknown,0.0,0.0,Unknown,0
A5100394046,2020,1.138633642504878,2,2,1,2023,-3.0,0.0,0.0,Computer Science,2016,Sinopec (China),0.0,1.0,CN,1
A5006955272,2018,0.4581453659370775,2,2,1,2021,-3.0,0.0,0.0,Engineering,2018,State Grid Corporation of China (China),1.0,1.0,CN,1
A5062750482,2019,0.3364722366212129,1,1,1,2018,1.0,1.0,1.0,Engineering,2017,Jiangnan University,0.0,0.0,CN,0
A5057693146,2019,1.5363466573450597,2,2,1,2018,1.0,1.0,1.0,Computer Science,2015,Microsoft (United States),1.0,0.0,US,1
A5075372122,2019,1.5363466573450597,2,2,1,2022,-3.0,0.0,0.0,Computer Science,2019,Guizhou Normal University,0.0,0.0,CN,0
A5089424793,2020,1.0986122886681096,2,2,0,9999,,0.0,0.0,Agricultural and Biological Sciences,2019,Universidad de Murcia,0.0,0.0,ES,0
A5085648933,2021,0.8369882167858358,2,2,0,9999,,0.0,0.0,Computer Science,2021,,0.0,0.0,,0
A5061476886,2021,0.2554128118829953,2,2,0,9999,,0.0,0.0,Engineering,2021,University of Southern Denmark,0.0,1.0,DK,1
A5101849661,2021,0.2876820724517809,1,1,0,9999,,0.0,0.0,Computer Science,2021,University of Sydney,0.0,1.0,AU,1
A5038817773,2020,1.7585201264751402,3,3,1,2021,-1.0,0.0,0.0,Computer Science,2018,Hubei Normal University,0.0,0.0,CN,0
A5079742998,2020,1.7585201264751402,3,3,1,2021,-1.0,0.0,0.0,Engineering,2017,East China University of Science and Technology,0.0,1.0,CN,1
A5007054465,2021,0.8559235067297118,7,7,1,2023,-2.0,0.0,0.0,Computer Science,2021,Universidad de Murcia,0.0,0.0,ES,0
A5077299140,2021,0.730337772445647,6,6,1,2023,-2.0,0.0,0.0,Computer Science,2021,Universidad de Murcia,0.0,0.0,ES,0
A5037788039,2021,0.6931471805599453,1,1,1,2023,-2.0,0.0,0.0,Physics and Astronomy,2018,Hebei University,0.0,0.0,CN,0
A5102912591,2020,0.2231435513142097,2,2,1,2023,-3.0,0.0,0.0,Computer Science,2020,Mitchell Institute,0.0,0.0,US,0
A5086294822,2019,3.8985999850960056,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019,Peoria Hospital,0.0,0.0,US,0
A5087982918,2018,1.6094379124341005,1,1,0,9999,,0.0,0.0,Computer Science,2018,Shanghai Jiao Tong University,0.0,1.0,CN,1
A5103257436,2018,0.9419444122528644,3,3,1,2019,-1.0,0.0,0.0,Computer Science,2018,National Kaohsiung University of Science and Technology,0.0,0.0,,0
A5100342816,2021,0.2554128118829953,2,2,1,2023,-2.0,0.0,0.0,Engineering,2021,Zhengzhou University,0.0,0.0,CN,0
A5083024466,2017,1.0986122886681098,1,1,0,9999,,0.0,0.0,Computer Science,2017,Institut national de recherche en sciences et technologies du numérique,0.0,0.0,FR,0
A5081822522,2021,0.8472978603872036,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2021,University of Washington,0.0,1.0,US,1
A5100737335,2021,0.8472978603872036,1,1,1,2023,-2.0,0.0,0.0,Engineering,2018,Central South University,0.0,1.0,CN,1
A5073787453,2021,1.02563533235657,2,2,1,2022,-1.0,0.0,0.0,Computer Science,2021,Boston College,0.0,0.0,US,0
A5100369870,2018,1.01160091167848,1,1,1,2021,-3.0,0.0,0.0,Computer Science,2018,State Ethnic Affairs Commission,0.0,0.0,CN,0
A5069988750,2021,0.996215082345103,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2014,Chongqing University of Posts and Telecommunications,0.0,1.0,CN,1
A5100728988,2021,0.6931471805599453,1,1,0,9999,,0.0,0.0,Computer Science,2021,North China University of Science and Technology,0.0,1.0,CN,1
A5075474564,2021,0.6931471805599453,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2021,Zhejiang International Studies University,0.0,0.0,CN,0
A5043255121,2020,0.9162907318741552,1,1,1,2020,0.0,1.0,1.0,Computer Science,2019,Shanghai University of Electric Power,0.0,1.0,CN,1
A5048048944,2020,0.9162907318741552,1,1,1,2020,0.0,1.0,1.0,Computer Science,2019,University of Yamanashi,0.0,0.0,JP,0
A5030547826,2021,0.4581453659370775,2,2,1,2023,-2.0,0.0,0.0,Engineering,2017,Technical University of Moldova,0.0,0.0,MD,0
A5018288181,2020,0.9112655639474044,2,2,1,2022,-2.0,0.0,0.0,Computer Science,2018,Tianjin University,0.0,1.0,CN,1
A5016957740,2020,0.5058004558392399,2,2,1,2021,-1.0,0.0,0.0,Computer Science,2020,University of Illinois Urbana-Champaign,0.0,1.0,US,1
A5050468340,2020,0.4115814876642298,3,3,1,2021,-1.0,0.0,0.0,Computer Science,2020,Indiana University – Purdue University Indianapolis,0.0,1.0,US,1
A5042043976,2020,1.6094379124341005,1,1,0,9999,,0.0,0.0,Engineering,2019,Xidian University,0.0,1.0,CN,1
A5100420873,2020,1.1786549963416462,1,1,0,9999,,0.0,0.0,Engineering,2018,Hong Kong University of Science and Technology,0.0,0.0,HK,0
A5100675045,2020,1.0951279540100631,2,2,1,2019,1.0,1.0,1.0,Computer Science,2018,Huaiyin Institute of Technology,0.0,0.0,CN,0
A5081865529,2018,1.791759469228055,1,1,1,2021,-3.0,0.0,0.0,Engineering,2018,Shanghai Jiao Tong University,0.0,1.0,CN,1
A5000470166,2018,1.2688874965901065,3,3,1,2021,-3.0,0.0,0.0,Engineering,2017,Shanghai Jiao Tong University,0.0,1.0,CN,1
A5021456909,2018,1.2688874965901065,3,3,1,2021,-3.0,0.0,0.0,Engineering,2017,North China University of Water Resources and Electric Power,0.0,1.0,CN,1
A5100353377,2018,0.9547712524422192,2,2,1,2020,-2.0,0.0,0.0,Computer Science,2017,Shihezi University,0.0,0.0,CN,0
A5041482506,2018,1.3862943611198906,1,1,1,2020,-2.0,0.0,0.0,Computer Science,2018,King Mongkut's Institute of Technology Ladkrabang,0.0,0.0,TH,0
A5065308926,2018,1.3862943611198906,1,1,0,9999,,0.0,0.0,Computer Science,2018,King Mongkut's Institute of Technology Ladkrabang,0.0,0.0,TH,0
A5020575793,2021,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2021,TE Connectivity (Switzerland),0.0,0.0,CH,0
A5103056973,2018,0.626381484247684,2,2,0,9999,,0.0,0.0,Neuroscience,2018,Otemon Gakuin University,0.0,0.0,JP,0
A5103268737,2020,1.252762968495368,1,1,0,9999,,0.0,0.0,Physics and Astronomy,2017,Northeastern University,0.0,1.0,CN,1
A5061347472,2020,1.7047480922384253,1,1,0,9999,,0.0,0.0,Computer Science,2018,Unknown,0.0,0.0,Unknown,0
A5078487414,2018,0.6931471805599453,2,2,0,9999,,0.0,0.0,Engineering,2017,Institute for Research and Development,0.0,0.0,LK,0
A5082301986,2020,1.0074515102711323,2,2,1,2021,-1.0,0.0,0.0,Computer Science,2018,University of Oulu,0.0,1.0,FI,1
A5064150384,2020,1.3217558399823195,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2020,Xi'an Jiaotong University,0.0,1.0,CN,1
A5068820891,2017,1.252762968495368,1,1,0,9999,,0.0,0.0,Computer Science,2016,Concordia University,0.0,1.0,CA,1
A5024080570,2021,1.574941476690625,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2020,Linyi University,0.0,0.0,CN,0
A5053691175,2020,1.1786549963416462,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2020,Hamad bin Khalifa University,0.0,1.0,QA,1
A5024669409,2021,3.8985999850960056,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2020,,0.0,0.0,,0
A5102960723,2020,1.3862943611198906,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2020,State Grid Corporation of China (China),1.0,1.0,CN,1
A5018312650,2019,0.7884573603642702,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019,York University,0.0,1.0,CA,1
A5073844637,2018,0.8291140383017662,2,2,1,2019,-1.0,0.0,0.0,Engineering,2018,VSL Dutch Metrology Institute,0.0,0.0,NL,0
A5100320722,2021,0.5108256237659907,1,1,1,2023,-2.0,0.0,0.0,Engineering,2017,Jiangsu University,0.0,0.0,CN,0
A5009693719,2017,0.3465735902799726,2,2,1,2019,-2.0,0.0,0.0,Computer Science,2017,Brno University of Technology,0.0,1.0,CZ,1
A5083649006,2020,0.6931471805599453,1,1,0,9999,,0.0,0.0,Computer Science,2020,Kunming University of Science and Technology,0.0,0.0,CN,0
A5032975404,2020,1.055106600173295,2,2,1,2020,0.0,1.0,1.0,Engineering,2018,Tianjin University,0.0,1.0,CN,1
A5088658365,2019,0.9555114450274363,1,1,1,2022,-3.0,0.0,0.0,Computer Science,2019,Unknown,0.0,0.0,Unknown,0
A5101690383,2017,1.791759469228055,2,2,0,9999,,0.0,0.0,Computer Science,2017,Jinan University,0.0,1.0,CN,1
A5101425369,2021,0.5674899664194922,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2020,Peking University,0.0,1.0,CN,1
A5100745744,2021,0.5108256237659907,1,1,1,2023,-2.0,0.0,0.0,Engineering,2020,Changsha Medical University,0.0,0.0,CN,0
A5035052603,2021,1.2756431973554854,4,4,1,2021,0.0,1.0,1.0,Computer Science,2018,Christ University,0.0,0.0,IN,0
A5012282263,2021,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2018,Virginia Tech,0.0,1.0,US,1
A5102987027,2021,0.2876820724517809,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2021,Drexel University,0.0,0.0,US,0
A5072334342,2021,0.8472978603872036,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2020,Xinjiang Normal University,0.0,0.0,CN,0
A5017414944,2021,0.5108256237659907,2,2,0,9999,,0.0,0.0,Computer Science,2018,Unknown,0.0,0.0,Unknown,0
A5007916691,2021,0.8354464444055736,5,5,1,2022,-1.0,0.0,0.0,Computer Science,2014,,0.0,0.0,,0
A5002211679,2021,0.789041204710539,3,3,1,2023,-2.0,0.0,0.0,Computer Science,2019,University of Sussex,0.0,1.0,GB,1
A5053280575,2017,1.1857889822404988,2,2,1,2019,-2.0,0.0,0.0,Neuroscience,2017,University of Salzburg,0.0,0.0,AT,0
A5073790847,2020,0.3269023892652131,6,6,1,2019,1.0,1.0,1.0,Computer Science,2015,Kangwon National University,0.0,0.0,KR,0
A5026364979,2021,0.8472978603872036,1,1,1,2022,-1.0,0.0,0.0,Computer Science,2021,,0.0,0.0,,0
